Datetime	Open	High	Low	Close	tick_volume
1542851100	1.13875	1.13882	1.13853	1.13882	180
1542852000	1.13882	1.13914	1.13873	1.13909	316
1542852900	1.13909	1.13919	1.13888	1.13895	275
1542853800	1.13895	1.13909	1.13849	1.13856	352
1542854700	1.13855	1.13896	1.13855	1.13869	307
1542855600	1.13869	1.13874	1.13849	1.1387	256
1542856500	1.1387	1.13898	1.13852	1.13896	385
1542857400	1.13896	1.13896	1.13856	1.13866	348
1542858300	1.13866	1.13908	1.13855	1.13901	257
1542859200	1.13901	1.13928	1.13894	1.13926	348
1542860100	1.13926	1.13987	1.13923	1.13975	342
1542861000	1.13975	1.13992	1.13962	1.13986	331
1542861900	1.13986	1.14006	1.13963	1.13963	290
1542862800	1.13963	1.13992	1.13956	1.13969	211
1542863700	1.13969	1.13989	1.13962	1.13977	224
1542864600	1.13976	1.13983	1.13949	1.1396	215
1542865500	1.1396	1.13969	1.1394	1.1394	179
1542866400	1.13942	1.13972	1.13942	1.13955	213
1542867300	1.13955	1.13966	1.13939	1.1395	309
1542868200	1.13949	1.13953	1.13934	1.13943	195
1542869100	1.13944	1.13954	1.13915	1.13919	208
1542870000	1.13919	1.1396	1.13919	1.13949	198
1542870900	1.13949	1.13991	1.1394	1.13979	167
1542871800	1.13979	1.1398	1.13961	1.1397	181
1542872700	1.13971	1.13974	1.13955	1.13968	154
1542873600	1.13967	1.13986	1.13951	1.13975	281
1542874500	1.13974	1.14116	1.1395	1.14061	873
1542875400	1.14062	1.14082	1.14029	1.14048	405
1542876300	1.14048	1.14055	1.14031	1.14045	229
1542877200	1.14045	1.14089	1.13954	1.13995	830
1542878100	1.13995	1.14054	1.13979	1.14034	507
1542879000	1.14033	1.14066	1.13996	1.14001	472
1542879900	1.14	1.14042	1.13965	1.13999	706
1542880800	1.14	1.1405	1.13944	1.14032	867
1542881700	1.14032	1.14074	1.13999	1.1401	564
1542882600	1.1401	1.14025	1.13936	1.14009	559
1542883500	1.14009	1.14043	1.13985	1.14029	469
1542884400	1.1403	1.14045	1.14008	1.14018	416
1542885300	1.14019	1.14051	1.14012	1.14012	534
1542886200	1.14012	1.14081	1.14012	1.14058	571
1542887100	1.14058	1.14076	1.14028	1.1403	342
1542888000	1.1403	1.14145	1.14005	1.1413	1172
1542888900	1.1413	1.14295	1.14119	1.14257	2031
